24.97,15.09,11.65
17.96,13.86,5.98
14.41,9.33,1.76
8.41,5.91,-2.88
-6.29,5.55,-9.22
-23.35,-5.69,-33.81
-22.22,-8.98,-34.70
-2.82,0.85,-15.91
6.01,5.11,-8.35
12.07,8.72,-1.46
19.57,12.57,8.83
31.24,9.63,24.01
30.33,10.10,22.87
20.80,10.64,7.17
15.33,7.38,3.46
11.75,4.34,0.70
5.03,2.46,-2.59
-6.60,1.14,-15.34
-18.34,-7.85,-36.23
-15.93,-1.36,-19.23
1.14,2.76,-16.31
9.77,7.90,-7.13
18.85,9.68,4.24
29.15,11.87,21.50
37.56,12.45,33.05
26.68,12.71,9.48
20.05,10.54,3.74
13.34,8.94,3.31
3.32,7.63,-0.50
-10.24,3.20,-20.48
-17.73,-9.93,-39.89
-21.27,4.79,-28.46
-2.21,3.30,-17.54
7.70,7.74,-6.32
18.27,8.86,5.99
26.85,6.33,16.07
31.96,6.20,23.44
26.12,8.92,16.22
23.34,8.21,9.49
16.78,7.14,0.55
11.77,4.37,-3.36
4.30,3.28,-3.66
-10.31,2.46,-11.67
-19.93,-10.15,-39.22
-14.91,-2.31,-23.35
2.42,1.98,-11.88
9.29,6.73,-6.70
13.99,9.19,4.78
31.21,10.32,22.58
34.45,12.09,27.11
24.24,10.86,4.74
19.61,8.21,4.97
14.00,7.35,4.57
6.67,5.54,-2.44
