-3.04,-5.50,-15.01
-2.14,-6.32,-12.21
-2.34,-6.56,-12.28
-1.57,-6.98,-12.12
-0.29,-5.38,-7.05
0.60,-4.61,-3.67
1.90,-4.46,-1.51
4.19,-5.81,-2.56
5.30,-5.75,-1.06
5.56,-4.50,1.59
5.56,-4.03,1.81
6.24,-3.67,1.90
6.78,-3.73,0.96
8.91,-4.10,2.73
10.61,-3.62,6.93
13.55,-4.64,8.19
15.92,-6.22,7.09
18.35,-7.32,7.82
14.04,-3.50,9.39
10.90,-2.34,7.57
9.40,-2.97,5.54
7.93,-4.21,2.44
7.31,-4.84,1.56
5.53,-4.67,0.36
4.32,-4.23,-1.13
3.26,-4.68,-1.94
2.97,-5.14,-3.69
2.34,-4.22,-3.98
1.01,-4.09,-5.68
-0.75,-4.30,-8.20
-2.20,-4.73,-10.02
-4.09,-3.79,-10.88
-4.00,-4.53,-14.09
-4.40,-4.45,-16.03
-4.66,-4.85,-18.20
-5.02,-4.90,-18.88
-3.41,-5.64,-17.49
-2.43,-5.64,-14.15
-2.76,-5.27,-12.00
0.04,-6.68,-10.43
-0.54,-5.21,-8.47
0.25,-4.87,-7.59
2.12,-3.22,-2.45
2.11,-2.47,-1.47
4.54,-3.46,-0.93
